city_a,city_b,n_flights_annual,avg_seats,air_pax_estimated,distance_km
Edinburgh,Oslo,726.0,184.8,107332,
Edinburgh,Palermo,56.0,184.9,8284,
Edinburgh,Palma,1168.0,172.2,160904,
Edinburgh,Paris,3202.0,160.0,409856,
Edinburgh,Porto,271.0,183.4,39761,
Edinburgh,Prague,478.0,179.6,68679,
Edinburgh,Riga,242.0,175.5,33977,
Edinburgh,Rome,479.0,183.1,70164,
Edinburgh,Rotterdam,268.0,162.4,34819,
Edinburgh,Seville,214.0,185.6,31775,
Edinburgh,Stockholm,568.0,152.5,69296,
Edinburgh,Strasbourg,494.0,178.8,70662,
Edinburgh,Stuttgart,17.0,147.9,2011,
Edinburgh,Tallinn,80.0,186.0,11904,
Edinburgh,Tenerife,3.0,181.7,436,
Edinburgh,Toulouse,235.0,184.5,34686,
Edinburgh,Turin,129.0,186.2,19216,
Edinburgh,Venice,390.0,177.6,55411,
Edinburgh,Vienna,277.0,181.2,40154,
Edinburgh,Vilnius,4.0,154.5,494,
Edinburgh,Warsaw,116.0,213.4,19804,
Edinburgh,Zurich,454.0,177.8,64577,
Frankfurt,Geneva,3804.0,114.2,347533,474.1
Frankfurt,Hamburg,7354.0,187.9,1105453,392.4
Frankfurt,Helsinki,3078.0,178.8,440277,
Frankfurt,Lisbon,3628.0,196.8,571192,1891.2
Frankfurt,Ljubljana,1182.0,100.4,94938,
Frankfurt,London,14168.0,160.9,1823705,637.6
Frankfurt,Lyon,717.0,174.7,100208,563.2
Frankfurt,Madrid,5984.0,170.3,815260,1446.3
Frankfurt,Manchester,2416.0,190.4,368005,
Frankfurt,Marseille,1547.0,176.8,218808,798.7
Frankfurt,Milan,7936.0,151.7,963113,518.6
Frankfurt,Minsk,0.0,150.0,0,
Frankfurt,Munich,7742.0,189.8,1175545,304.3
Frankfurt,Naples,16.0,209.7,2684,1117.5
Frankfurt,Nicosia,744.0,211.4,125825,
Frankfurt,Nottingham,70.0,305.4,17102,
Frankfurt,Oslo,2902.0,187.7,435764,
Frankfurt,Palermo,76.0,184.0,11187,1384.8
Frankfurt,Palma,4878.0,209.1,815992,1264.5
Frankfurt,Paris,6480.0,164.6,853286,478.5
Frankfurt,Porto,1956.0,206.9,323757,1667.4
Frankfurt,Prague,2620.0,181.4,380214,
Frankfurt,Riga,1155.0,159.1,147008,
Frankfurt,Rome,3480.0,193.1,537590,960.7
Frankfurt,Rotterdam,42.0,151.0,5074,356.1
Frankfurt,Seville,520.0,200.2,83283,1834.6
Frankfurt,Stockholm,3324.0,188.4,500993,
Frankfurt,Strasbourg,2175.0,93.9,163386,183.4
Frankfurt,Stuttgart,2506.0,146.6,293904,152.5
Frankfurt,Tallinn,1583.0,189.5,239983,
Frankfurt,Tenerife,20.0,197.4,3158,
Frankfurt,Toulouse,1784.0,167.4,238913,908.6
Frankfurt,Turin,1058.0,117.4,99367,565.9
Frankfurt,Valencia,1.0,200.0,160,1380.3
Frankfurt,Venice,2676.0,180.1,385558,587.2
Frankfurt,Vienna,6940.0,178.6,991587,597.5
Frankfurt,Vilnius,1180.0,189.9,179266,
Frankfurt,Warsaw,3942.0,142.0,447811,
Frankfurt,Zagreb,44.0,135.2,4759,
Frankfurt,Zurich,5460.0,143.6,627245,305.8
Geneva,Hamburg,261.0,135.4,28272,862.0
Geneva,Helsinki,845.0,112.9,76320,
Geneva,Lisbon,3954.0,171.2,541540,1501.1
Geneva,Ljubljana,58.0,150.2,6969,
Geneva,London,16384.0,158.0,2070938,746.9
Geneva,Lyon,26.0,168.8,3511,112.2
Geneva,Madrid,3682.0,166.0,488970,1022.8
Geneva,Manchester,2020.0,192.0,310272,
Geneva,Marseille,270.0,201.7,43567,328.6
Geneva,Milan,1226.0,147.7,144864,249.7
Geneva,Minsk,1.0,150.0,120,
Geneva,Munich,2592.0,110.6,229340,463.3
Geneva,Naples,14.0,173.0,1938,883.9
Geneva,Nicosia,164.0,140.3,18407,
Geneva,Nottingham,86.0,164.3,11304,
Geneva,Oslo,277.0,178.0,39445,
Geneva,Palermo,41.0,171.0,5609,1077.1
Geneva,Palma,1300.0,153.9,160056,790.4
Geneva,Paris,5330.0,153.3,653671,410.0
Geneva,Porto,4330.0,169.7,587841,1310.4
Geneva,Prague,809.0,161.4,104458,
Geneva,Riga,50.0,136.6,5464,
Geneva,Rome,2128.0,162.3,276300,698.5
Geneva,Rotterdam,160.0,153.6,19661,647.5
Geneva,Seville,342.0,174.2,47661,1400.9
Geneva,Stockholm,861.0,164.9,113583,
Geneva,Strasbourg,626.0,166.0,83133,290.9
Geneva,Stuttgart,93.0,149.6,11130,366.2
Geneva,Tallinn,30.0,142.6,3422,
Geneva,Tenerife,2.0,180.0,288,
Geneva,Toulouse,572.0,172.0,78707,469.5
Geneva,Turin,57.0,150.0,6840,173.8
Geneva,Valencia,0.0,130.0,0,917.3
Geneva,Venice,492.0,154.2,60693,486.8
Geneva,Vienna,1594.0,133.3,169984,803.4
Geneva,Vilnius,19.0,145.5,2212,
Geneva,Warsaw,1343.0,104.4,112167,
Geneva,Zurich,4560.0,158.8,579302,224.2
Hamburg,Helsinki,1316.0,104.7,110228,
Hamburg,Lisbon,1206.0,129.7,125135,2197.9
Hamburg,Ljubljana,8.0,161.8,1036,
Hamburg,London,5533.0,166.7,737881,720.4
Hamburg,Lyon,6.0,177.7,853,942.7
Hamburg,Madrid,1170.0,184.1,172318,1785.6
Hamburg,Manchester,331.0,171.5,45413,
Hamburg,Marseille,10.0,149.9,1199,1189.2
Hamburg,Milan,1656.0,170.1,225348,901.0
Hamburg,Munich,8690.0,177.8,1236066,612.1
Hamburg,Naples,2.0,180.0,288,1447.8
Hamburg,Nicosia,117.0,172.4,16137,
Hamburg,Nottingham,7.0,143.4,803,
Hamburg,Oslo,760.0,175.0,106400,
Hamburg,Palermo,2.0,174.0,278,1735.4
Hamburg,Palma,4808.0,183.8,706968,1650.8
Hamburg,Paris,3148.0,147.3,370960,745.2
Hamburg,Porto,340.0,181.2,49286,1955.0
Hamburg,Prague,116.0,153.9,14282,
Hamburg,Riga,340.0,132.2,35958,
Hamburg,Rome,589.0,166.0,78219,1309.8
Hamburg,Rotterdam,72.0,149.6,8617,412.9
Hamburg,Seville,12.0,163.2,1567,2176.0
Hamburg,Stockholm,950.0,132.4,100624,
Hamburg,Strasbourg,948.0,177.8,134844,574.1
Hamburg,Stuttgart,2867.0,158.1,362618,533.3
Hamburg,Tallinn,8.0,146.4,937,
Hamburg,Tenerife,10.0,190.9,1527,
Hamburg,Toulouse,11.0,148.5,1307,1270.3
Hamburg,Turin,5.0,149.0,596,957.5
Hamburg,Venice,293.0,157.2,36848,917.7
Hamburg,Vienna,3766.0,171.4,516394,743.1
Hamburg,Vilnius,128.0,159.3,16312,
Hamburg,Warsaw,1400.0,85.3,95536,
Hamburg,Zurich,4248.0,160.5,545443,695.1
Helsinki,Lisbon,538.0,191.3,82336,
Helsinki,Ljubljana,108.0,125.7,10860,
Helsinki,London,3958.0,224.4,710540,
Helsinki,Lyon,0.0,189.0,0,
Helsinki,Madrid,654.0,214.3,112122,
Helsinki,Manchester,780.0,120.6,75254,
Helsinki,Marseille,6.0,175.3,841,
Helsinki,Milan,1860.0,187.9,279595,
Helsinki,Minsk,0.0,150.0,0,
Helsinki,Munich,3156.0,182.7,461281,
Helsinki,Naples,5.0,171.8,687,
Helsinki,Nicosia,338.0,197.6,53431,
Helsinki,Nottingham,3.0,171.7,412,
Helsinki,Oslo,3050.0,134.1,327204,
Helsinki,Palma,306.0,197.4,48324,
Helsinki,Paris,4058.0,154.4,501244,
Helsinki,Porto,36.0,137.0,3946,
Helsinki,Prague,1384.0,147.8,163644,
Helsinki,Riga,2762.0,108.5,239742,
Helsinki,Rome,1222.0,186.7,182518,
Helsinki,Rotterdam,24.0,150.0,2880,
Helsinki,Seville,2.0,176.0,282,
Helsinki,Stockholm,9548.0,146.9,1122081,
Helsinki,Strasbourg,8.0,154.6,989,
Helsinki,Stuttgart,20.0,146.8,2349,
Helsinki,Tallinn,5503.0,87.0,383009,
Helsinki,Tenerife,10.0,207.9,1663,
Helsinki,Toulouse,0.0,149.0,0,
Helsinki,Turin,20.0,178.0,2848,
Helsinki,Venice,522.0,139.2,58130,
Helsinki,Vienna,1479.0,154.4,182686,
Helsinki,Vilnius,2088.0,77.1,128788,
Helsinki,Warsaw,2007.0,100.0,160560,
Helsinki,Zagreb,3.0,159.0,382,
Helsinki,Zurich,1418.0,177.0,200789,
Lisbon,Ljubljana,6.0,161.5,775,
Lisbon,London,12758.0,181.3,1850420,1585.2
Lisbon,Lyon,676.0,133.4,72143,1388.9
Lisbon,Madrid,10896.0,173.1,1508878,503.2
Lisbon,Manchester,1838.0,151.8,223207,
Lisbon,Marseille,1798.0,139.5,200657,1318.7
Lisbon,Milan,4670.0,181.1,676590,1683.3
Lisbon,Munich,2969.0,195.4,464114,1964.3
Lisbon,Naples,6.0,144.6,694,2008.8
Lisbon,Nicosia,2.0,181.8,291,
Lisbon,Nottingham,6.0,161.8,777,
Lisbon,Oslo,608.0,197.8,96210,
Lisbon,Palermo,4.0,189.0,605,1957.5
Lisbon,Palma,495.0,171.7,67993,1021.2
Lisbon,Paris,11528.0,188.9,1742111,1452.8
Lisbon,Porto,6764.0,156.3,845771,273.4
Lisbon,Prague,717.0,181.9,104338,
Lisbon,Riga,121.0,147.7,14297,
Lisbon,Rome,3420.0,187.8,513821,1864.9
Lisbon,Rotterdam,320.0,174.9,44774,1807.1
Lisbon,Seville,1898.0,105.7,160495,315.6
Lisbon,Stockholm,702.0,187.3,105188,
Lisbon,Strasbourg,576.0,180.4,83128,1739.5
Lisbon,Stuttgart,349.0,169.2,47241,1840.5
Lisbon,Tallinn,2.0,175.6,281,
Lisbon,Tenerife,8.0,174.8,1119,
Lisbon,Toulouse,1856.0,138.7,205942,1038.4
Lisbon,Turin,19.0,157.8,2399,1557.8
Lisbon,Valencia,0.0,118.0,0,761.1
Lisbon,Venice,1190.0,171.1,162887,1916.0
Lisbon,Vienna,1224.0,190.4,186440,2298.9
Lisbon,Vilnius,3.0,160.0,384,
Lisbon,Warsaw,736.0,194.3,114404,
Lisbon,Zagreb,0.0,118.0,0,
Lisbon,Zurich,3050.0,188.0,458720,1723.4
Ljubljana,London,868.0,168.7,117145,
Ljubljana,Lyon,1.0,127.0,102,
Ljubljana,Madrid,16.0,169.4,2168,
Ljubljana,Manchester,3.0,148.3,356,
Ljubljana,Marseille,4.0,154.9,496,
Ljubljana,Milan,112.0,178.1,15958,
Ljubljana,Munich,528.0,104.4,44099,
Ljubljana,Nicosia,12.0,154.0,1478,
Ljubljana,Nottingham,0.0,150.0,0,
Ljubljana,Oslo,16.0,177.6,2273,
Ljubljana,Palermo,1.0,150.0,120,
Ljubljana,Palma,6.0,160.9,772,
Ljubljana,Paris,940.0,108.6,81667,
Ljubljana,Porto,6.0,175.4,842,
Ljubljana,Prague,50.0,149.7,5988,
Ljubljana,Riga,8.0,172.6,1105,
Ljubljana,Rome,19.0,156.4,2377,
Ljubljana,Rotterdam,8.0,166.6,1066,
Ljubljana,Seville,4.0,176.7,565,
Ljubljana,Stockholm,22.0,115.6,2035,
Ljubljana,Strasbourg,26.0,144.6,3008,
Ljubljana,Stuttgart,20.0,154.9,2478,
Ljubljana,Tallinn,4.0,125.0,400,
Ljubljana,Toulouse,6.0,170.2,817,
Ljubljana,Turin,2.0,150.0,240,
Ljubljana,Venice,242.0,178.2,34500,
Ljubljana,Vienna,64.0,160.8,8233,
Ljubljana,Vilnius,6.0,152.9,734,
Ljubljana,Warsaw,684.0,94.3,51601,
Ljubljana,Zagreb,3.0,155.0,372,
Ljubljana,Zurich,766.0,126.6,77580,
London,Lyon,1467.0,168.7,197986,737.0
London,Madrid,14230.0,192.6,2192558,1263.6
London,Manchester,4678.0,179.9,673258,
London,Marseille,3585.0,171.8,492722,1002.0
London,Milan,19820.0,170.7,2706619,959.3
London,Minsk,0.0,150.0,0,
London,Munich,8896.0,175.2,1246863,918.0
London,Naples,56.0,181.8,8145,1616.7
London,Nicosia,6353.0,196.9,1000725,
London,Nottingham,921.0,164.9,121498,
London,Oslo,7696.0,187.0,1151322,
London,Palermo,422.0,177.2,59823,1823.9
London,Palma,10218.0,172.2,1407632,1344.8
London,Paris,12995.0,177.4,1844250,343.8
London,Porto,5742.0,177.5,815364,1321.4
London,Prague,5862.0,176.0,825370,
London,Riga,1909.0,171.4,261762,
London,Rome,11402.0,181.1,1651922,1435.5
London,Rotterdam,2436.0,107.9,210276,320.5
London,Seville,3038.0,178.0,432611,1636.5
London,Stockholm,9014.0,180.5,1301622,
London,Strasbourg,3284.0,174.9,459497,648.9
London,Stuttgart,2768.0,156.9,347439,728.2
London,Tallinn,832.0,171.5,114150,
London,Tenerife,56.0,184.9,8284,
London,Toulouse,3373.0,175.8,474379,886.7
London,Turin,1792.0,176.9,253604,919.0
London,Valencia,2.0,166.7,267,1338.3
London,Venice,6714.0,179.7,965205,1137.4
London,Vienna,7458.0,183.2,1093044,1235.2
London,Vilnius,2652.0,164.9,349852,
London,Warsaw,5299.0,191.0,809687,
London,Zagreb,26.0,171.1,3559,
London,Zurich,13118.0,146.5,1537430,777.4
Lyon,Madrid,722.0,156.3,90279,912.2
Lyon,Manchester,34.0,181.0,4923,
Lyon,Marseille,441.0,136.4,48122,275.9
Lyon,Milan,97.0,153.5,11912,339.2
Lyon,Munich,523.0,113.4,47447,575.4
Lyon,Naples,4.0,151.4,484,935.8
Lyon,Nicosia,2.0,167.8,268,
Lyon,Nottingham,1.0,164.0,131,
Lyon,Oslo,2.0,150.0,240,
Lyon,Palermo,18.0,172.8,2488,1101.6
Lyon,Palma,280.0,170.0,38080,710.2
Lyon,Paris,1348.0,179.7,193788,393.2
Lyon,Porto,613.0,174.2,85428,1198.8
Lyon,Prague,61.0,162.7,7940,
Lyon,Rome,393.0,174.3,54800,749.1
Lyon,Rotterdam,1.0,189.0,151,687.0
Lyon,Seville,53.0,185.9,7882,1292.3
Lyon,Stockholm,18.0,179.3,2582,
Lyon,Strasbourg,250.0,85.1,17020,383.8
Lyon,Stuttgart,34.0,150.6,4096,469.4
Lyon,Tallinn,0.0,34.0,0,
Lyon,Toulouse,982.0,150.4,118154,359.6
Lyon,Turin,4.0,150.0,480,234.1
Lyon,Valencia,0.0,180.0,0,818.0
Lyon,Venice,242.0,162.7,31499,583.2
Lyon,Vienna,208.0,124.2,20667,915.0
Lyon,Vilnius,4.0,171.7,549,
Lyon,Warsaw,3.0,157.2,377,
Lyon,Zurich,4.0,163.6,524,335.3
Madrid,Manchester,1038.0,185.5,154039,
Madrid,Marseille,2396.0,130.6,250334,817.1
Madrid,Milan,7650.0,191.3,1170756,1188.1
Madrid,Munich,5458.0,169.5,740105,1484.5
Madrid,Naples,14.0,198.2,2220,1514.5
Madrid,Nicosia,18.0,191.7,2760,
Madrid,Nottingham,383.0,189.6,58093,
Madrid,Oslo,610.0,189.1,92281,
Madrid,Palermo,56.0,186.2,8342,1488.8
Madrid,Palma,11794.0,184.3,1738907,549.2
Madrid,Paris,13713.0,194.3,2131549,1052.4
Madrid,Porto,6924.0,166.4,921723,421.1
Madrid,Prague,1110.0,182.7,162238,
Madrid,Riga,140.0,144.0,16128,
Madrid,Rome,8060.0,200.8,1294758,1365.3
Madrid,Rotterdam,35.0,156.8,4390,1424.0
Madrid,Seville,2681.0,190.9,409442,390.3
Madrid,Stockholm,766.0,181.9,111468,
Madrid,Strasbourg,625.0,176.4,88200,1281.5
Madrid,Stuttgart,55.0,162.5,7150,1376.9
Madrid,Tallinn,2.0,178.6,286,
Madrid,Tenerife,158.0,216.6,27378,
Madrid,Toulouse,1988.0,126.4,201027,553.4
Madrid,Turin,1120.0,117.8,105549,1062.9
Madrid,Venice,2706.0,184.1,398540,1416.7
Madrid,Vienna,2678.0,180.1,385846,1809.4
Madrid,Vilnius,6.0,158.9,763,
Madrid,Warsaw,948.0,183.3,139015,
Madrid,Zagreb,4.0,185.7,594,
Madrid,Zurich,4164.0,172.8,575631,1247.0
Manchester,Marseille,217.0,185.8,32255,
Manchester,Milan,2390.0,181.3,346646,
Manchester,Munich,2034.0,172.4,280529,
Manchester,Naples,12.0,184.4,1770,
Manchester,Nicosia,1263.0,195.1,197129,
Manchester,Nottingham,752.0,154.9,93188,
Manchester,Oslo,881.0,175.9,123974,
Manchester,Palermo,8.0,180.1,1153,
Manchester,Palma,3778.0,195.3,590275,
Manchester,Paris,4248.0,165.5,562435,
Manchester,Porto,652.0,180.9,94357,
Manchester,Prague,1362.0,181.0,197218,
Manchester,Riga,244.0,179.4,35019,
Manchester,Rome,1504.0,184.8,222351,
Manchester,Rotterdam,30.0,149.2,3581,
Manchester,Seville,324.0,187.5,48600,
Manchester,Stockholm,704.0,159.3,89718,
Manchester,Strasbourg,469.0,173.0,64910,
Manchester,Stuttgart,18.0,160.5,2311,
Manchester,Tallinn,4.0,157.5,504,
Manchester,Tenerife,20.0,205.9,3294,
Manchester,Toulouse,34.0,182.2,4956,
Manchester,Turin,112.0,189.1,16943,
Manchester,Venice,1000.0,179.4,143520,
Manchester,Vienna,666.0,159.6,85035,
Manchester,Vilnius,8.0,159.4,1020,
Manchester,Warsaw,36.0,183.4,5282,
Manchester,Zagreb,3.0,175.0,420,
Manchester,Zurich,1240.0,127.3,126282,
Marseille,Milan,660.0,169.0,89232,386.8
Marseille,Munich,1733.0,132.6,183837,721.3
Marseille,Naples,4.0,189.0,605,781.8
Marseille,Nicosia,60.0,181.1,8693,
Marseille,Nottingham,96.0,185.5,14246,
Marseille,Oslo,6.0,148.0,710,
Marseille,Palermo,76.0,186.1,11315,885.0
Marseille,Palma,737.0,179.8,106010,472.8
Marseille,Paris,9206.0,162.7,1198253,660.5
Marseille,Porto,820.0,188.0,123328,1175.2
Marseille,Prague,222.0,183.9,32661,
Marseille,Riga,0.0,50.0,0,
Marseille,Rome,1047.0,207.4,173718,604.0
Marseille,Rotterdam,22.0,150.8,2654,961.5
Marseille,Seville,392.0,185.7,58236,1163.9
Marseille,Stockholm,5.0,156.9,628,
Marseille,Strasbourg,528.0,170.3,71935,615.6
Marseille,Stuttgart,16.0,145.5,1862,676.5
Marseille,Tallinn,2.0,197.7,316,
Marseille,Toulouse,452.0,153.1,55361,319.6
Marseille,Turin,10.0,153.2,1226,269.6
Marseille,Venice,486.0,180.4,70140,601.4
Marseille,Vienna,400.0,171.1,54752,1011.2
Marseille,Vilnius,2.0,134.8,216,
Marseille,Warsaw,6.0,159.0,763,
Marseille,Zurich,461.0,114.0,42043,515.8
Milan,Munich,4064.0,122.9,399572,348.3
Milan,Naples,110.0,163.7,14406,657.5
Milan,Nicosia,448.0,173.1,62039,
Milan,Nottingham,1474.0,181.6,214143,
Milan,Oslo,906.0,179.4,130029,
Milan,Palermo,3017.0,173.3,418277,887.0
Milan,Palma,2420.0,172.7,334347,846.1
Milan,Paris,15414.0,168.8,2081507,639.5
Milan,Porto,2028.0,185.6,301117,1514.4
Milan,Prague,2810.0,184.9,415655,
Milan,Riga,544.0,166.3,72374,
Milan,Rome,10866.0,164.0,1425619,478.6
Milan,Rotterdam,256.0,159.0,32563,796.6
Milan,Seville,798.0,183.3,117019,1546.9
Milan,Stockholm,1582.0,173.3,219328,
Milan,Strasbourg,469.0,163.7,61420,363.7
Milan,Stuttgart,1356.0,141.1,153065,369.0
Milan,Tallinn,532.0,193.7,82439,
Milan,Tenerife,2.0,181.7,291,
Milan,Toulouse,262.0,179.6,37644,647.5
Milan,Turin,284.0,157.7,35829,125.5
Milan,Valencia,0.0,189.0,0,1028.2
Milan,Venice,881.0,153.9,108469,245.2
Milan,Vienna,4742.0,165.4,627461,625.4
Milan,Vilnius,896.0,185.9,133253,
Milan,Warsaw,2170.0,125.1,217174,
Milan,Zagreb,18.0,167.1,2406,
Milan,Zurich,3014.0,139.5,336362,217.1
Minsk,Munich,0.0,150.0,0,
Minsk,Nicosia,3.0,150.0,360,
Minsk,Paris,0.0,150.0,0,
Minsk,Prague,0.0,150.0,0,
Minsk,Riga,2.0,150.0,240,
Minsk,Rotterdam,0.0,150.0,0,
Minsk,Strasbourg,0.0,150.0,0,
Minsk,Tallinn,0.0,50.0,0,
Minsk,Vienna,6.0,161.9,777,
Minsk,Vilnius,2.0,159.8,256,
Minsk,Warsaw,4.0,170.4,545,
Munich,Naples,28.0,186.7,4182,837.6
Munich,Nicosia,750.0,204.9,122940,
Munich,Nottingham,191.0,150.2,22951,
Munich,Oslo,2290.0,186.7,342034,
Munich,Palermo,187.0,179.4,26838,1123.6
Munich,Palma,4216.0,181.2,611151,1189.9
Munich,Paris,7046.0,149.3,841574,684.1
Munich,Porto,1119.0,183.4,164180,1768.9
Munich,Prague,1964.0,129.9,204099,
Munich,Riga,693.0,134.2,74400,
Munich,Rome,3702.0,183.2,542565,698.3
Munich,Rotterdam,46.0,144.9,5332,658.3
Munich,Seville,556.0,183.9,81799,1858.4
Munich,Stockholm,2964.0,181.4,430136,
Munich,Strasbourg,1416.0,94.9,107503,287.3
Munich,Stuttgart,2552.0,102.7,209672,190.8
Munich,Tallinn,630.0,133.3,67183,
Munich,Tenerife,6.0,202.2,971,
Munich,Toulouse,1966.0,159.4,250704,931.3
Munich,Turin,1102.0,118.4,104381,452.2
Munich,Venice,2232.0,119.4,213201,305.7
Munich,Vienna,4125.0,139.5,460350,355.7
Munich,Vilnius,380.0,138.4,42074,
Munich,Warsaw,3747.0,110.4,330935,
Munich,Zagreb,25.0,98.8,1976,
Munich,Zurich,4208.0,116.2,391176,241.9
Naples,Nicosia,1.0,150.0,120,
Naples,Nottingham,2.0,189.0,302,
Naples,Oslo,3.0,182.5,438,
Naples,Palermo,2.0,167.8,268,313.9
Naples,Palma,2.0,170.0,272,996.0
Naples,Paris,58.0,183.3,8505,1291.2
Naples,Porto,0.0,180.0,0,1914.7
Naples,Prague,5.0,195.7,783,
Naples,Rome,29.0,145.3,3371,186.7
Naples,Rotterdam,0.0,150.0,0,1439.0
Naples,Seville,2.0,189.0,302,1784.0
Naples,Stockholm,0.0,150.0,0,
Naples,Strasbourg,5.0,176.0,704,1001.5
Naples,Stuttgart,7.0,155.0,868,968.4
Naples,Toulouse,2.0,158.5,254,1098.1
Naples,Turin,15.0,196.2,2354,711.5
Naples,Venice,20.0,190.8,3053,533.4
Naples,Vienna,22.0,179.6,3161,834.7
Naples,Warsaw,2.0,220.0,352,
Naples,Zurich,21.0,146.1,2454,855.7
Nicosia,Nottingham,326.0,188.7,49213,
Nicosia,Oslo,350.0,203.0,56840,
Nicosia,Palermo,0.0,150.0,0,
Nicosia,Palma,10.0,152.4,1219,
Nicosia,Paris,572.0,187.3,85708,
Nicosia,Porto,3.0,150.0,360,
Nicosia,Prague,565.0,182.7,82580,
Nicosia,Riga,170.0,153.7,20903,
Nicosia,Rome,313.0,194.1,48603,
Nicosia,Rotterdam,5.0,157.8,631,
Nicosia,Seville,1.0,150.0,120,
Nicosia,Stockholm,543.0,202.9,88140,
Nicosia,Strasbourg,97.0,172.2,13363,
Nicosia,Stuttgart,124.0,168.6,16725,
Nicosia,Tallinn,22.0,174.4,3069,
Nicosia,Toulouse,27.0,185.3,4002,
Nicosia,Turin,6.0,150.0,720,
Nicosia,Venice,122.0,164.8,16084,
Nicosia,Vienna,1708.0,197.3,269591,
Nicosia,Vilnius,226.0,180.8,32689,
Nicosia,Warsaw,548.0,200.8,88031,
Nicosia,Zagreb,0.0,150.0,0,
Nicosia,Zurich,1023.0,173.9,142320,
Nottingham,Oslo,96.0,235.2,18063,
Nottingham,Palma,1628.0,186.1,242377,
Nottingham,Paris,1266.0,186.5,188887,
Nottingham,Porto,4.0,163.6,524,
Nottingham,Prague,47.0,179.0,6730,
Nottingham,Riga,136.0,186.4,20280,
Nottingham,Rome,118.0,184.0,17370,
Nottingham,Rotterdam,14.0,147.4,1651,
Nottingham,Seville,8.0,152.1,973,
Nottingham,Stockholm,10.0,166.1,1329,
Nottingham,Strasbourg,15.0,192.8,2314,
Nottingham,Stuttgart,54.0,193.4,8355,
Nottingham,Tallinn,2.0,160.0,256,
Nottingham,Tenerife,5.0,187.9,752,
Nottingham,Toulouse,10.0,156.7,1254,
Nottingham,Turin,4.0,168.0,538,
Nottingham,Venice,155.0,186.5,23126,
Nottingham,Vienna,3.0,156.5,376,
Nottingham,Vilnius,6.0,170.1,816,
Nottingham,Warsaw,4.0,130.1,416,
Nottingham,Zurich,20.0,149.2,2387,
Oslo,Palermo,12.0,172.7,1658,
Oslo,Palma,960.0,197.1,151373,
Oslo,Paris,3176.0,177.7,451500,
Oslo,Porto,68.0,184.0,10010,
Oslo,Prague,852.0,181.0,123370,
Oslo,Riga,1062.0,154.0,130838,
Oslo,Rome,1040.0,184.3,153338,
Oslo,Rotterdam,20.0,158.0,2528,
Oslo,Seville,4.0,136.9,438,
Oslo,Stockholm,8782.0,187.9,1320110,
Oslo,Strasbourg,36.0,150.5,4334,
Oslo,Stuttgart,28.0,144.3,3232,
Oslo,Tallinn,572.0,174.0,79622,
Oslo,Tenerife,14.0,197.1,2208,
Oslo,Toulouse,2.0,222.6,356,
Oslo,Turin,2.0,176.0,282,
Oslo,Venice,172.0,183.6,25263,
Oslo,Vienna,880.0,188.6,132774,
Oslo,Vilnius,940.0,184.2,138518,
Oslo,Warsaw,1738.0,139.2,193544,
Oslo,Zurich,1728.0,141.8,196024,
Palermo,Palma,2.0,150.0,240,941.2
Palermo,Paris,446.0,180.8,64509,1485.0
Palermo,Porto,4.0,176.2,564,1906.5
Palermo,Prague,32.0,165.2,4229,
Palermo,Riga,8.0,189.0,1210,
Palermo,Rome,2398.0,180.0,345312,426.0
Palermo,Rotterdam,26.0,156.5,3255,1683.6
Palermo,Seville,4.0,186.8,598,1699.0
Palermo,Stockholm,33.0,183.0,4831,
Palermo,Strasbourg,80.0,177.7,11373,1248.5
Palermo,Stuttgart,40.0,155.9,4989,1232.7
Palermo,Tallinn,0.0,150.0,0,
Palermo,Toulouse,22.0,176.9,3113,1171.8
Palermo,Turin,336.0,185.3,49809,905.4
Palermo,Venice,556.0,195.2,86825,818.5
Palermo,Vienna,92.0,180.2,13263,1148.1
Palermo,Warsaw,20.0,183.8,2941,
Palermo,Zurich,272.0,171.2,37253,1100.6
Palma,Paris,2964.0,179.4,425393,1032.6
Palma,Porto,725.0,168.2,97556,969.5
Palma,Prague,986.0,169.3,133544,
Palma,Riga,36.0,163.0,4694,
Palma,Rome,744.0,185.3,110291,869.5
Palma,Rotterdam,356.0,170.3,48501,1380.8
Palma,Seville,2629.0,181.9,382572,788.7
Palma,Stockholm,1738.0,185.3,257641,
Palma,Strasbourg,1557.0,170.5,212375,1081.2
Palma,Stuttgart,3404.0,172.6,470024,1148.0
Palma,Tallinn,6.0,163.1,783,
Palma,Tenerife,1.0,162.5,130,
Palma,Toulouse,740.0,168.5,99752,459.7
Palma,Turin,45.0,179.9,6476,738.3
Palma,Valencia,4.0,140.9,451,260.1
Palma,Venice,364.0,185.2,53930,1026.2
Palma,Vienna,3098.0,181.0,448590,1456.2
Palma,Vilnius,62.0,180.2,8938,
Palma,Warsaw,570.0,189.7,86503,
Palma,Zurich,4336.0,176.1,610856,988.4
Paris,Porto,10282.0,181.6,1493769,1212.8
Paris,Prague,4168.0,173.6,578852,
Paris,Riga,658.0,138.9,73117,
Paris,Rome,10668.0,181.6,1549847,1107.0
Paris,Rotterdam,6.0,154.8,743,373.2
Paris,Seville,2932.0,174.9,410245,1441.2
Paris,Stockholm,4316.0,175.4,605621,
Paris,Strasbourg,1760.0,135.2,190362,397.0
Paris,Stuttgart,1271.0,105.3,107069,499.8
Paris,Tallinn,424.0,143.6,48709,
Paris,Tenerife,12.0,180.6,1734,
