from_city,to_city,operator,travel_time_min,frequency_per_day,night_train,iso_code,capacity_seats,avg_pass_per_train_km_eurostat,load_factor_implied,distance_km,rail_demand_proxy,fallback_used
Malaga,Madrid,Spain,159,47.0,False,ES,330,200.06,0.6062,415.7,3908710.3,False
Malaga,Seville,Spain,122,20.0,False,ES,330,200.06,0.6062,156.3,625380.9,False
Marseille,Barcelona,Spain,261,10.0,False,ES,330,200.06,0.6062,339.3,678796.3,False
Marseille,Lyon,Germany,69,194.2,True,DE,490,120.59,0.2461,275.9,6461354.9,False
Marseille,Nice,France,117,36.2,True,FR,450,276.35,0.6141,158.6,1586618.7,False
Marseille,Paris,France,178,18.0,True,FR,450,276.35,0.6141,660.5,3285535.2,False
Marseille,Toulouse,France,227,6.3,False,FR,450,276.35,0.6141,319.6,556426.9,False
Milan,Geneva,Switzerland,252,22.1,False,CH,400,106.06,0.2651,249.7,585275.4,False
Milan,Genoa,Italy,39,230.0,False,IT,400,160.06,0.4001,119.4,4395443.0,False
Milan,Rome,Italy,170,384.0,False,IT,400,160.06,0.4001,478.6,29415376.6,False
Milan,Turin,Italy,32,416.2,False,IT,400,160.06,0.4001,125.5,8360430.0,False
Milan,Venice,Switzerland,119,123.9,False,CH,400,106.06,0.2651,245.2,3222116.6,False
Milan,Zurich,Italy,97,94.0,False,IT,400,160.06,0.4001,217.1,3266315.8,False
Munich,Berlin,Germany,281,0.1,False,DE,490,120.59,0.2461,504.9,6088.7,False
Munich,Cologne,Germany,389,4.6,True,DE,490,120.59,0.2461,456.0,252956.2,False
Munich,Dortmund,Austria,450,0.7,True,AT,350,107.15,0.3061,477.3,35798.4,False
Munich,Frankfurt,Germany,322,0.1,True,DE,490,120.59,0.2461,304.3,3669.6,False
Munich,Hamburg,Austria,559,3.0,True,AT,350,107.15,0.3061,612.1,196751.2,False
Munich,Hannover,Germany,267,2.7,True,DE,490,120.59,0.2461,488.5,159056.3,False
Munich,Nuremberg,Germany,65,242.2,True,DE,490,120.59,0.2461,150.9,4407436.4,False
Munich,Stuttgart,Germany,104,123.0,True,DE,490,120.59,0.2461,190.8,2830128.5,False
Munich,Venice,Germany,389,3.1,False,DE,490,120.59,0.2461,305.7,114282.5,False
