city_a,city_b,air_share,rail_share,has_air,has_rail
Nuremberg,Porto,0.5,0.5,False,False
Nuremberg,Rome,0.5,0.5,False,False
Nuremberg,Rotterdam,0.5,0.5,False,False
Nuremberg,Seville,0.5,0.5,False,False
Nuremberg,Strasbourg,0.5,0.5,False,False
Nuremberg,Stuttgart,0.0,1.0,False,True
Nuremberg,The Hague,0.5,0.5,False,False
Nuremberg,Toulouse,0.5,0.5,False,False
Nuremberg,Turin,0.5,0.5,False,False
Nuremberg,Utrecht,0.0,1.0,False,True
Nuremberg,Valencia,0.5,0.5,False,False
Nuremberg,Venice,0.5,0.5,False,False
Nuremberg,Vienna,0.0,1.0,False,True
Nuremberg,Zurich,0.5,0.5,False,False
Palermo,Palma,0.5,0.5,False,False
Palermo,Paris,1.0,0.0,True,False
Palermo,Porto,0.5,0.5,False,False
Palermo,Rome,1.0,0.0,True,False
Palermo,Rotterdam,0.5,0.5,False,False
Palermo,Seville,0.5,0.5,False,False
Palermo,Strasbourg,1.0,0.0,True,False
Palermo,Stuttgart,0.5,0.5,False,False
Palermo,The Hague,0.5,0.5,False,False
Palermo,Toulouse,0.5,0.5,False,False
Palermo,Turin,1.0,0.0,True,False
Palermo,Utrecht,0.5,0.5,False,False
Palermo,Valencia,0.5,0.5,False,False
Palermo,Venice,1.0,0.0,True,False
Palermo,Vienna,1.0,0.0,True,False
Palermo,Zurich,1.0,0.0,True,False
Palma,Paris,1.0,0.0,True,False
Palma,Porto,1.0,0.0,True,False
Palma,Rome,1.0,0.0,True,False
Palma,Rotterdam,1.0,0.0,True,False
Palma,Seville,1.0,0.0,True,False
Palma,Strasbourg,1.0,0.0,True,False
Palma,Stuttgart,1.0,0.0,True,False
Palma,The Hague,0.5,0.5,False,False
Palma,Toulouse,1.0,0.0,True,False
Palma,Turin,0.5,0.5,False,False
Palma,Utrecht,0.5,0.5,False,False
Palma,Valencia,0.5,0.5,False,False
Palma,Venice,1.0,0.0,True,False
Palma,Vienna,1.0,0.0,True,False
Palma,Zurich,1.0,0.0,True,False
Paris,Porto,1.0,0.0,True,False
Paris,Rome,1.0,0.0,True,False
Paris,Rotterdam,0.5,0.5,False,False
Paris,Seville,1.0,0.0,True,False
Paris,Strasbourg,0.12452551591579324,0.8754744840842068,True,True
Paris,Stuttgart,1.0,0.0,True,False
Paris,The Hague,0.5,0.5,False,False
Paris,Toulouse,0.24814461194918436,0.7518553880508156,True,True
Paris,Turin,0.22163893979626342,0.7783610602037365,True,True
Paris,Utrecht,0.5,0.5,False,False
Paris,Valencia,0.5,0.5,False,False
Paris,Venice,1.0,0.0,True,False
Paris,Vienna,1.0,0.0,True,False
Paris,Zurich,0.5632229492138843,0.43677705078611573,True,True
Porto,Rome,1.0,0.0,True,False
Porto,Rotterdam,0.5,0.5,False,False
Porto,Seville,1.0,0.0,True,False
Porto,Strasbourg,1.0,0.0,True,False
Porto,Stuttgart,1.0,0.0,True,False
Porto,The Hague,0.5,0.5,False,False
Porto,Toulouse,1.0,0.0,True,False
Porto,Turin,0.5,0.5,False,False
Porto,Utrecht,0.5,0.5,False,False
Porto,Valencia,0.5,0.5,False,False
Porto,Venice,1.0,0.0,True,False
Porto,Vienna,1.0,0.0,True,False
Porto,Zurich,1.0,0.0,True,False
Rome,Rotterdam,1.0,0.0,True,False
Rome,Seville,1.0,0.0,True,False
Rome,Strasbourg,1.0,0.0,True,False
Rome,Stuttgart,1.0,0.0,True,False
Rome,The Hague,0.5,0.5,False,False
Rome,Toulouse,1.0,0.0,True,False
Rome,Turin,0.17828131052116747,0.8217186894788325,True,True
Rome,Utrecht,0.5,0.5,False,False
Rome,Valencia,0.5,0.5,False,False
Rome,Venice,0.24816170458915734,0.7518382954108427,True,True
Rome,Vienna,1.0,0.0,True,False
Rome,Zurich,1.0,0.0,True,False
Rotterdam,Seville,0.5,0.5,False,False
Rotterdam,Strasbourg,0.5,0.5,False,False
Rotterdam,Stuttgart,0.5,0.5,False,False
Rotterdam,The Hague,0.0,1.0,False,True
Rotterdam,Toulouse,0.5,0.5,False,False
Rotterdam,Turin,0.5,0.5,False,False
Rotterdam,Utrecht,0.0,1.0,False,True
Rotterdam,Valencia,0.5,0.5,False,False
Rotterdam,Venice,0.5,0.5,False,False
Rotterdam,Vienna,1.0,0.0,True,False
Rotterdam,Zurich,1.0,0.0,True,False
Seville,Strasbourg,0.5,0.5,False,False
Seville,Stuttgart,0.5,0.5,False,False
Seville,The Hague,0.5,0.5,False,False
Seville,Toulouse,1.0,0.0,True,False
Seville,Turin,1.0,0.0,True,False
Seville,Utrecht,0.5,0.5,False,False
Seville,Valencia,0.0,1.0,False,True
Seville,Venice,1.0,0.0,True,False
Seville,Vienna,1.0,0.0,True,False
Seville,Zurich,1.0,0.0,True,False
Strasbourg,Stuttgart,0.09141291736359407,0.908587082636406,True,True
Strasbourg,The Hague,0.5,0.5,False,False
Strasbourg,Toulouse,1.0,0.0,True,False
Strasbourg,Turin,0.5,0.5,False,False
Strasbourg,Utrecht,0.5,0.5,False,False
Strasbourg,Valencia,0.5,0.5,False,False
Strasbourg,Venice,1.0,0.0,True,False
Strasbourg,Vienna,1.0,0.0,True,False
Strasbourg,Zurich,0.2968640839106386,0.7031359160893613,True,True
Stuttgart,The Hague,0.5,0.5,False,False
Stuttgart,Toulouse,0.5,0.5,False,False
Stuttgart,Turin,0.5,0.5,False,False
Stuttgart,Utrecht,0.5,0.5,False,False
Stuttgart,Valencia,0.5,0.5,False,False
Stuttgart,Venice,1.0,0.0,True,False
Stuttgart,Vienna,1.0,0.0,True,False
Stuttgart,Zurich,1.0,0.0,True,False
The Hague,Toulouse,0.5,0.5,False,False
The Hague,Turin,0.5,0.5,False,False
The Hague,Utrecht,0.5,0.5,False,False
The Hague,Valencia,0.5,0.5,False,False
The Hague,Venice,0.5,0.5,False,False
The Hague,Vienna,0.5,0.5,False,False
The Hague,Zurich,0.5,0.5,False,False
Toulouse,Turin,0.5,0.5,False,False
Toulouse,Utrecht,0.5,0.5,False,False
Toulouse,Valencia,0.5,0.5,False,False
Toulouse,Venice,1.0,0.0,True,False
Toulouse,Vienna,0.5,0.5,False,False
Toulouse,Zurich,0.5,0.5,False,False
Turin,Utrecht,0.5,0.5,False,False
Turin,Valencia,0.5,0.5,False,False
Turin,Venice,1.0,0.0,True,False
Turin,Vienna,0.5,0.5,False,False
Turin,Zurich,0.5,0.5,False,False
Utrecht,Valencia,0.5,0.5,False,False
Utrecht,Venice,0.5,0.5,False,False
Utrecht,Vienna,0.5,0.5,False,False
Utrecht,Zurich,0.5,0.5,False,False
Valencia,Venice,0.5,0.5,False,False
Valencia,Vienna,0.5,0.5,False,False
Valencia,Zurich,0.5,0.5,False,False
Venice,Vienna,1.0,0.0,True,False
Venice,Zurich,1.0,0.0,True,False
Vienna,Zurich,0.6531043925469855,0.3468956074530145,True,True
